filename,width,height,sign_class
2020_0510_185408_014 1122_0.jpg,170,169,B-36
2020_0321_094429_005 1104_1.jpg,65,77,D-23
2020_0313_180335_003 0887_0.jpg,93,91,D-1
2020_0620_170258_013 22_1.jpg,44,58,D-6
2020_0410_162215_007 0133_0.jpg,51,77,D-15
2019_0929_143436_042 0918_mirrored_0.jpg,41,41,A-6c
2020_0313_180335_003 0928_0.jpg,63,65,B-33
2019_1223_114427_004 0080_0.jpg,78,78,A-17
2020_0410_165628_008 038_0.jpg,94,106,D-6
2019_0901_165821_014 1433_0.jpg,121,118,A-6a
2020_0620_170258_013 23_0.jpg,51,52,D-1
2020_0301_133023_020 1257_0.jpg,63,61,A-3
2020_0620_170144_011 11_0.jpg,108,100,A-7
2020_0301_150739_024 0888_mirrored_0.jpg,36,38,A-6c
2019_0816_172034_007 0237_0.jpg,96,94,A-7
2019_0922_153729_042 0542_1.jpg,65,59,B-33
2020_0313_180335_003 1048_0.jpg,111,94,A-3
2020_0229_074421_016 1421_0.jpg,63,71,D-18
2020_0508_164957_013 606_0.jpg,98,113,C-12
2020_0413_170324_010 523_0.jpg,158,137,B-20
2020_0301_154208_025 0633_0.jpg,60,53,B-25
2019_0927_153929_042 0130_0.jpg,114,55,D-53
2020_0620_165601_008 099_1.jpg,28,33,B-36
2019_1030_162407_042 0048_mirrored_0.jpg,56,61,C-10
2020_0301_150739_024 1864_0.jpg,76,45,D-42
2020_0508_164957_013 077_0.jpg,62,53,C-9
2020_0410_162215_007 0204_0.jpg,34,33,D-2
2020_0213_153817_007 1934_mirrored_0.jpg,72,78,C-10
2020_0213_153817_007 0390_0.jpg,90,96,B-36
2020_0215_102737_009 0719_mirrored_0.jpg,96,86,B-22
2020_0510_185408_014 0455_0.jpg,94,98,C-12
2019_0905_193214_003 152_0.jpg,62,59,A-30
2020_0410_162215_007 1469_1.jpg,59,60,B-25
2019_1129_162626_042 1583_mirrored_0.jpg,65,72,C-10
2019_0927_161359_043 1790_0.jpg,41,45,B-33
2020_0229_084843_018 0563_0.jpg,98,104,D-6
2020_0313_172757_002 1008_mirrored_0.jpg,38,37,A-1
2019_1030_162407_042 1173_0.jpg,112,176,D-14
2020_0215_121321_011 279_mirrored_0.jpg,136,171,C-10
2019_1223_101740_002 362_0.jpg,50,44,A-1
2019_1223_110958_003 0752_0.jpg,69,59,B-36
2019_0922_153729_042 1105_0.jpg,57,59,A-30
2019_0905_182313_001 1548_mirrored_0.jpg,49,55,A-6c
2019_0929_143436_042 1004_0.jpg,45,47,B-25
2019_1223_110958_003 0583_0.jpg,84,84,A-8
2019_1030_162407_042 0502_mirrored_0.jpg,71,55,A-6e
2019_0905_182313_001 0016_0.jpg,151,157,B-36
2019_0901_173251_015 1263_0.jpg,110,70,D-42
2019_1223_110958_003 0585_0.jpg,172,151,A-8
2019_0922_153729_042 0600_0.jpg,71,75,A-6a
2020_0413_162855_009 0624_0.jpg,47,44,A-6c
2020_0510_185408_014 1116_0.jpg,54,61,B-36
2019_0922_161159_043 358_0.jpg,46,51,D-1
2020_0313_172757_002 1069_0.jpg,53,55,C-9
2020_0510_185408_014 1530_0.jpg,68,80,C-9
2020_0510_185408_014 1117_0.jpg,36,37,A-17
2019_0901_173251_015 0187_0.jpg,35,33,B-33
2019_0920_164444_043 1057_0.jpg,63,100,A-7
2019_1129_162626_042 1350_mirrored_0.jpg,42,49,C-10
2020_0301_154208_025 0473_0.jpg,78,71,A-16
2020_0321_094429_005 0113_1.jpg,49,47,D-3
2020_0410_165628_008 082_0.jpg,54,52,A-1
2020_0410_165628_008 464_0.jpg,37,43,D-2
2020_0313_172757_002 1306_mirrored_0.jpg,38,43,C-10
2020_0313_180335_003 0947_0.jpg,55,57,A-12a
2019_0905_182313_001 0388_mirrored_0.jpg,45,37,A-2
2019_1223_110958_003 0554_mirrored_0.jpg,70,78,C-10
2020_0229_074421_016 0436_0.jpg,62,53,A-30
2019_0905_182313_001 0448_0.jpg,35,39,B-25
2020_0621_110041_024 18_0.jpg,100,231,B-20
2019_0920_161014_042 1694_0.jpg,55,90,B-1
2020_0510_192839_015 020_1.jpg,65,64,A-12a
2019_0905_182313_001 0052_0.jpg,58,64,D-6
2020_0321_094429_005 0251_0.jpg,33,36,A-6d
2019_0811_190715_005 026_mirrored_0.jpg,59,51,A-6c
2020_0620_170258_013 66_0.jpg,117,82,D-40
2020_0620_170144_011 20_0.jpg,165,164,D-6
2019_0814_154857_003 0772_0.jpg,66,61,B-33
2020_0510_185408_014 0850_mirrored_0.jpg,73,76,A-3
2020_0510_185408_014 1121_0.jpg,58,61,B-36
2020_0301_154208_025 0281_0.jpg,51,45,A-4
2019_0721_171043_003 0839_mirrored_0.jpg,65,71,A-4
2020_0510_185408_014 1696_0.jpg,90,96,B-25
2020_0213_153817_007 0174_0.jpg,53,73,A-30
2020_0508_161529_012 1214_0.jpg,79,87,C-5
2019_0818_131042_009 0456_0.jpg,51,74,D-15
2020_0510_185408_014 0222_1.jpg,82,94,C-9
2019_1129_162626_042 1777_0.jpg,80,75,A-6a
2020_0620_165349_006 3_0.jpg,53,49,B-43
2020_0213_153817_007 1609_0.jpg,71,76,C-9
2019_0814_162326_004 0850_0.jpg,85,98,B-8
2020_0620_165147_004 03_0.jpg,32,33,B-43
2019_0901_165821_014 0780_1.jpg,66,114,D-8
2019_0922_153729_042 0105_1.jpg,121,113,A-7
2020_0215_110207_010 011_0.jpg,94,90,B-33
2020_0301_150739_024 0695_0.jpg,117,119,B-27
2020_0215_102737_009 1106_0.jpg,52,52,B-25
2019_0927_161359_043 0805_0.jpg,67,61,A-30
2019_1030_162407_042 1593_0.jpg,45,45,A-18b
2020_0321_094429_005 0045_1.jpg,104,102,B-36
2019_1223_110958_003 0473_0.jpg,57,61,C-12
2020_0229_084843_018 0695_mirrored_0.jpg,153,155,A-6c
2019_1223_110958_003 1119_1.jpg,111,124,B-33
2020_0510_192839_015 758_0.jpg,49,55,D-6
2020_0620_165016_002 26_0.jpg,42,42,B-20
2020_0510_185408_014 1902_0.jpg,153,157,B-25
2020_0313_172757_002 0810_0.jpg,37,39,C-9
2020_0510_185408_014 0424_0.jpg,44,43,A-16
2020_0620_165601_008 042_0.jpg,32,44,D-6
2019_1030_165838_043 1487_0.jpg,135,149,D-4b
2019_1223_110958_003 0444_1.jpg,70,76,C-9
2019_0920_161014_042 1455_1.jpg,43,65,B-33
2019_0905_182313_001 1022_0.jpg,63,65,B-25
2020_0620_165601_008 116_0.jpg,202,197,D-6
2019_1223_114427_004 1285_0.jpg,112,115,D-1
2020_0213_153817_007 0056_0.jpg,63,62,C-9
2020_0413_162855_009 0635_0.jpg,42,39,A-18b
2020_0321_094429_005 0313_1.jpg,31,30,D-3
2020_0510_192839_015 520_1.jpg,152,207,C-12
2019_1223_114427_004 0752_0.jpg,53,75,B-1
2020_0620_165914_009 34_0.jpg,112,79,D-41
2020_0508_164957_013 696_0.jpg,26,36,C-7
2020_0621_105156_019 42_0.jpg,60,63,D-15
2020_0313_180335_003 0324_0.jpg,27,26,C-9
2020_0313_172757_002 1771_0.jpg,192,150,A-30
2020_0301_133023_020 1124_0.jpg,35,43,B-27
2019_0901_165821_014 1129_mirrored_0.jpg,174,147,A-6c
2019_0929_154947_042 698_0.jpg,62,80,D-6
2019_0920_164444_043 1044_0.jpg,174,141,A-7
2020_0301_140337_021 264_0.jpg,101,138,C-9
2019_1030_165838_043 1540_0.jpg,51,53,D-1
2020_0213_161248_008 0920_0.jpg,44,69,C-5
2020_0621_104933_018 34_0.jpg,121,121,B-44
2019_1223_092421_001 0894_0.jpg,114,143,C-9
2020_0620_165440_007 16_0.jpg,79,82,D-1
2019_0815_094007_006 071_0.jpg,72,76,D-1
2019_0929_143436_042 0756_0.jpg,80,69,B-21
2019_0929_154947_042 358_1.jpg,64,71,C-12
2019_1223_114427_004 0891_0.jpg,47,47,B-33
2020_0301_154208_025 1873_0.jpg,59,60,B-33
2019_1223_110958_003 0601_0.jpg,60,71,D-1
2019_1129_162626_042 0463_0.jpg,40,41,B-33
2020_0313_180335_003 1770_0.jpg,68,74,C-13a
2019_0905_182313_001 1437_0.jpg,83,87,C-9
2020_0301_133023_020 1893_mirrored_0.jpg,77,90,C-10
2020_0215_110207_010 478_0.jpg,51,49,D-6
2019_0929_143436_042 1498_0.jpg,68,66,B-21
2019_1223_110958_003 0340_0.jpg,74,74,C-12
2019_1030_162407_042 0381_1.jpg,92,107,D-3
2019_0905_182313_001 2050_1.jpg,47,59,D-28
2020_0410_162215_007 1184_mirrored_0.jpg,79,96,C-10
2020_0301_140337_021 336_0.jpg,151,155,B-33
2020_0508_161529_012 0117_1.jpg,57,54,A-32
2020_0620_165601_008 120_1.jpg,124,115,D-4a
2020_0313_172757_002 1032_0.jpg,63,51,A-16
2020_0413_162855_009 0560_0.jpg,109,112,B-9
2020_0301_150739_024 0586_0.jpg,47,53,B-25
2019_0905_182313_001 1331_0.jpg,80,92,C-9
2020_0215_110207_010 085_0.jpg,51,50,A-18b
2019_0905_182313_001 0536_0.jpg,116,135,B-33
2020_0321_094429_005 0014_0.jpg,27,31,B-2
2020_0621_105955_023 14_1.jpg,64,45,D-40
2020_0313_172757_002 1743_mirrored_0.jpg,102,94,A-1
2019_1030_162407_042 0382_0.jpg,47,51,B-33
2020_0413_162855_009 0346_0.jpg,50,47,A-8
2020_0410_162215_007 0409_0.jpg,158,109,D-43
2019_0929_150907_043 0384_mirrored_0.jpg,59,67,C-10
2020_0621_110824_027 09_0.jpg,96,90,D-4a
2020_0508_164957_013 661_0.jpg,58,82,B-33
2020_0510_185408_014 0303_1.jpg,57,51,D-1
2020_0321_094429_005 1761_mirrored_0.jpg,120,132,C-10
2020_0215_110207_010 629_0.jpg,98,100,C-9
2019_0815_090538_005 0460_0.jpg,97,90,D-1
2020_0508_164957_013 021_0.jpg,45,50,B-33
2020_0213_153817_007 1878_0.jpg,66,62,A-17
2019_1223_110958_003 0851_0.jpg,58,53,A-17
2020_0301_140337_021 105_0.jpg,51,51,D-6
2019_0816_172034_007 0972_0.jpg,45,49,B-33
2020_0321_094429_005 0218_1.jpg,190,194,D-tablica
2019_0920_161014_042 1671_0.jpg,27,30,D-26c
2020_0620_165601_008 150_1.jpg,65,83,B-44
2020_0620_165016_002 27_0.jpg,49,43,B-20
2020_0410_162215_007 0373_0.jpg,40,38,A-8
2020_0321_094429_005 0216_mirrored_0.jpg,51,52,A-6e
2020_0620_165601_008 112_1.jpg,49,57,B-36
2020_0301_150739_024 1638_0.jpg,51,55,D-6
2020_0321_094429_005 0436_1.jpg,73,75,A-32
2019_1223_114427_004 0091_mirrored_0.jpg,90,100,C-10
2020_0313_180335_003 0466_0.jpg,263,233,D-42
2019_0929_143436_042 0896_0.jpg,63,62,D-6
2020_0510_185408_014 0221_1.jpg,31,29,C-13a
2019_1223_101740_002 297_0.jpg,117,125,D-1
2020_0301_140337_021 103_0.jpg,78,72,D-18
2019_0726_185626_003 713_mirrored_0.jpg,100,96,A-2
2019_0905_182313_001 1754_0.jpg,100,91,A-6a
2019_1223_110958_003 0426_0.jpg,83,78,D-2
2019_1230_164602_006 626_0.jpg,42,40,A-32
2020_0313_180335_003 0411_0.jpg,63,60,A-6c
2019_0905_182313_001 0487_0.jpg,83,96,D-1
2019_1223_110958_003 0339_0.jpg,110,123,D-6b
2020_0301_150739_024 2057_0.jpg,215,147,D-43
2020_0213_153817_007 0816_0.jpg,81,100,A-18b
2020_0301_150739_024 1969_0.jpg,59,60,A-30
2019_0920_164444_043 1112_0.jpg,170,167,D-6
2019_0815_090538_005 0356_0.jpg,66,67,A-6a
2019_1129_162626_042 0311_0.jpg,131,143,B-33
2019_1223_092421_001 0456_mirrored_0.jpg,63,65,B-22
2020_0413_162855_009 0336_mirrored_0.jpg,47,39,B-22
2020_0510_185408_014 1953_0.jpg,108,102,A-30
2020_0620_165108_003 07_0.jpg,66,72,D-6
2020_0410_162215_007 0668_mirrored_0.jpg,56,49,A-6e
2020_0215_110207_010 690_mirrored_0.jpg,59,65,C-10
2019_0920_161014_042 0946_0.jpg,71,67,B-26
2019_0927_161359_043 1025_mirrored_0.jpg,60,58,A-6c
2020_0313_180335_003 1636_0.jpg,78,73,B-33
2019_1030_165838_043 0936_mirrored_0.jpg,87,86,B-22
2020_0229_084843_018 0273_mirrored_0.jpg,51,55,C-10
2019_1030_162407_042 1455_0.jpg,79,74,A-30
2019_0818_131042_009 1016_0.jpg,96,59,D-42
2019_0920_164444_043 0218_0.jpg,39,36,A-30
2019_0814_162326_004 1653_mirrored_0.jpg,32,33,C-10
2019_1223_110958_003 1222_0.jpg,38,35,A-17
2019_0920_161014_042 1828_0.jpg,63,57,A-30
2019_0920_161014_042 1827_0.jpg,116,139,A-12a
2019_1226_135624_005 213_0.jpg,141,143,C-12
2019_1030_165838_043 0743_0.jpg,52,44,A-29
2020_0321_094429_005 1869_0.jpg,86,84,A-6c
2019_0927_161359_043 1975_0.jpg,79,45,D-42
2019_0929_143436_042 1869_0.jpg,45,53,A-30
2019_0927_153929_042 1814_0.jpg,100,133,C-9
2019_1223_110958_003 0504_mirrored_0.jpg,55,61,C-10
2020_0321_094429_005 0628_0.jpg,56,57,A-18b
2019_1226_135624_005 259_0.jpg,55,57,C-9
2020_0301_154208_025 0535_0.jpg,67,68,B-27
2020_0620_165601_008 057_0.jpg,43,53,B-43
2019_1030_165838_043 0652_0.jpg,61,65,C-9
2019_1223_110958_003 0738_0.jpg,39,37,A-1
2019_0815_090538_005 1277_0.jpg,58,59,C-9
2020_0301_150739_024 1880_0.jpg,90,96,B-25
2019_1030_162407_042 0247_mirrored_0.jpg,35,43,B-22
2020_0301_154208_025 0690_0.jpg,106,90,A-1
2019_0929_150907_043 0218_0.jpg,27,31,D-29
2019_0905_182313_001 0211_0.jpg,141,129,A-18b
2020_0621_105156_019 42_1.jpg,35,34,D-2
2019_1030_162407_042 1858_0.jpg,71,73,B-33
2020_0215_121321_011 058_mirrored_0.jpg,114,132,C-10
2020_0301_150739_024 0675_0.jpg,155,190,B-33
2020_0301_154208_025 1544_mirrored_1.jpg,35,32,A-6e
2019_0929_143436_042 1615_mirrored_0.jpg,116,156,C-10
2020_0508_161529_012 0013_0.jpg,39,57,A-7
2020_0213_153817_007 1598_mirrored_0.jpg,34,33,A-6c
2019_0901_165821_014 1432_0.jpg,34,43,A-6a
2020_0413_162855_009 1798_0.jpg,143,151,D-51
2019_0920_164444_043 0273_0.jpg,49,63,A-16
2020_0215_102737_009 0586_mirrored_0.jpg,61,58,A-6e
2020_0301_140337_021 182_0.jpg,94,84,B-36
2019_0905_182313_001 0458_0.jpg,71,80,C-9
2020_0510_185408_014 1111_0.jpg,104,104,B-33
2020_0508_164957_013 485_1.jpg,100,127,C-9
2019_0929_150907_043 0102_0.jpg,81,117,D-15
2020_0508_164957_013 684_0.jpg,45,47,B-36
2020_0213_161248_008 0793_mirrored_0.jpg,79,67,B-22
2019_0818_131042_009 0965_mirrored_0.jpg,42,40,A-1
2020_0215_121321_011 270_0.jpg,67,62,D-2
2019_0920_161014_042 0328_0.jpg,47,47,B-33
2019_1030_162407_042 0265_0.jpg,53,51,A-7
2020_0313_172757_002 0799_0.jpg,98,114,B-33
2019_1030_162407_042 1656_0.jpg,40,39,D-28
2020_0410_162215_007 1017_0.jpg,108,94,A-30
2020_0620_165601_008 163_1.jpg,71,69,D-6
2019_1129_162626_042 1420_0.jpg,34,36,B-34
2020_0213_153817_007 0335_1.jpg,63,54,A-32
2020_0313_172757_002 0627_1.jpg,39,36,A-18b
2019_0901_173251_015 0458_mirrored_0.jpg,51,53,C-10
2019_1223_110958_003 0634_0.jpg,82,77,D-6
2019_0905_182313_001 1772_0.jpg,39,33,B-36
2020_0508_161529_012 1662_0.jpg,29,41,D-51
2019_0927_161359_043 0477_mirrored_0.jpg,84,96,C-10
2019_0920_164444_043 0057_0.jpg,71,66,A-16
2019_0929_143436_042 1408_0.jpg,75,62,D-6
2020_0301_133023_020 1070_0.jpg,41,41,A-6b
2019_0920_164444_043 1150_0.jpg,51,51,D-6
2019_0815_090538_005 1495_0.jpg,76,74,A-7
2019_1129_162626_042 0109_0.jpg,57,58,D-6
2020_0301_150739_024 1919_0.jpg,63,65,B-25
2019_0815_090538_005 1544_mirrored_0.jpg,119,125,B-21
2020_0413_170324_010 433_0.jpg,37,40,A-7
2020_0510_185408_014 1413_0.jpg,41,42,A-6b
2019_1223_092421_001 0314_0.jpg,50,55,D-4b
2019_0929_143436_042 1449_mirrored_0.jpg,55,49,A-6c
2020_0229_074421_016 1186_0.jpg,46,45,D-6
2020_0413_162855_009 0337_0.jpg,100,104,B-21
2019_0927_153929_042 1537_0.jpg,98,113,B-25
2020_0229_084843_018 0207_0.jpg,100,133,D-1
2019_0927_161359_043 0273_0.jpg,45,40,A-30
2020_0413_162855_009 0750_mirrored_0.jpg,54,51,A-6c
2020_0620_170144_011 08_0.jpg,123,116,D-6
2019_0905_182313_001 1449_0.jpg,41,36,A-6a
2019_0905_182313_001 0708_0.jpg,98,91,B-36
2020_0410_162215_007 0395_1.jpg,37,31,A-8
2020_0313_172757_002 0127_0.jpg,45,49,D-28
2019_0920_161014_042 1999_0.jpg,45,47,A-30
2020_0213_161248_008 0435_0.jpg,85,97,B-33
2020_0620_170003_010 66_1.jpg,69,71,D-6
2020_0301_150739_024 0055_0.jpg,50,55,B-41
2019_0927_161359_043 1523_0.jpg,25,40,D-7
2020_0215_121321_011 324_0.jpg,69,67,C-12
2019_0922_161159_043 208_1.jpg,68,66,B-33
2019_0922_153729_042 2053_0.jpg,39,45,B-33
2020_0510_185408_014 1897_0.jpg,88,70,A-17
2019_1223_110958_003 1112_0.jpg,63,52,A-30
2019_0920_161014_042 0298_0.jpg,76,72,A-32
2020_0621_105156_019 51_0.jpg,167,265,D-15
2019_1223_110958_003 0729_0.jpg,61,57,D-1
2020_0508_164957_013 466_0.jpg,106,94,A-8
2020_0413_170324_010 448_0.jpg,82,76,A-7
2020_0621_105955_023 15_1.jpg,65,46,D-40
2019_1223_110958_003 1298_0.jpg,102,113,D-24
2020_0301_150739_024 0622_0.jpg,84,85,A-18b
2020_0508_161529_012 1432_0.jpg,68,57,A-12a
2020_0313_172757_002 0738_0.jpg,49,62,D-14
2020_0301_140337_021 051_0.jpg,110,141,C-12
2019_0927_161359_043 0944_0.jpg,57,51,C-9
2020_0620_170144_011 17_0.jpg,100,116,A-7
2019_1030_162407_042 1806_mirrored_0.jpg,98,116,C-10
2019_0814_154857_003 0710_0.jpg,45,32,A-6d
2019_1223_114427_004 0282_mirrored_0.jpg,56,54,A-6b
2020_0313_180335_003 1047_0.jpg,45,43,A-3
2019_0927_153929_042 2014_mirrored_0.jpg,76,86,C-10
2019_0920_164444_043 0484_0.jpg,47,47,B-8
2019_0927_153929_042 1675_mirrored_0.jpg,69,73,C-10
2020_0620_170442_014 16_0.jpg,35,37,D-2
2019_1223_092421_001 0408_mirrored_0.jpg,45,53,C-10
2020_0301_150739_024 0026_0.jpg,88,100,D-1
2019_1030_162407_042 1746_mirrored_0.jpg,55,61,C-10
2020_0215_102737_009 1114_0.jpg,51,56,C-9
2019_0816_172034_007 0114_mirrored_0.jpg,42,33,A-4
2019_0818_131042_009 0260_mirrored_0.jpg,147,137,A-2
2020_0301_150739_024 0324_0.jpg,69,62,B-33
2020_0510_185408_014 0136_0.jpg,30,31,A-7
2020_0510_185408_014 1194_0.jpg,106,68,D-43
2020_0321_094429_005 0105_0.jpg,80,75,A-21
2020_0620_165914_009 30_0.jpg,93,72,D-41
2020_0620_165147_004 05_0.jpg,108,106,B-20
2020_0215_110207_010 458_mirrored_0.jpg,88,108,C-10
2019_0929_143436_042 1976_0.jpg,74,92,D-23
2019_0929_154947_042 082_0.jpg,51,53,D-6b
2019_1223_110958_003 0536_mirrored_0.jpg,37,40,C-10
2020_0301_154208_025 1938_1.jpg,50,62,D-7
2019_0901_165821_014 2066_0.jpg,78,95,D-23a
2019_0905_182313_001 0474_0.jpg,128,137,A-16
2020_0410_162215_007 1166_0.jpg,48,44,A-30
2019_0929_150907_043 0172_0.jpg,25,27,C-9
2020_0620_165147_004 05_1.jpg,84,85,D-6
2020_0508_164957_013 469_0.jpg,195,185,A-8
2020_0313_180335_003 0818_0.jpg,87,53,D-42
2019_1030_165838_043 1039_mirrored_0.jpg,90,111,C-10
2019_0920_161014_042 1698_0.jpg,159,156,B-33
2019_0929_143436_042 0634_0.jpg,22,39,D-14
2019_0905_182313_001 1689_0.jpg,114,138,C-9
2020_0213_153817_007 1500_mirrored_0.jpg,79,92,C-10
2020_0215_110207_010 553_0.jpg,124,121,D-6
2020_0321_094429_005 1279_0.jpg,98,98,C-9
2019_0816_172034_007 0733_mirrored_0.jpg,26,28,A-4
2019_0901_173251_015 0461_0.jpg,35,35,D-15
2020_0313_172757_002 0778_0.jpg,39,38,B-42
2019_0929_143436_042 0754_0.jpg,80,73,B-21
2020_0413_162855_009 1099_0.jpg,82,86,D-15
2019_0901_165821_014 1009_0.jpg,68,37,D-42
2019_0929_154947_042 343_0.jpg,108,104,A-8
2020_0215_110207_010 448_1.jpg,94,128,D-23a
2019_1030_162407_042 1314_mirrored_0.jpg,22,26,C-10
2020_0301_154208_025 0601_0.jpg,84,74,A-3
2019_0929_154947_042 500_0.jpg,55,65,B-26
2019_0901_165821_014 1836_mirrored_0.jpg,69,73,C-10
2019_1223_114427_004 1096_0.jpg,53,53,C-12
2020_0301_154208_025 0054_0.jpg,43,53,D-18
2019_0815_090538_005 0916_0.jpg,83,62,B-33
2019_0927_161359_043 0462_0.jpg,65,70,C-9
2020_0510_192839_015 752_0.jpg,73,63,B-20
2020_0410_162215_007 0411_0.jpg,60,61,D-3
2019_1223_110958_003 0151_0.jpg,96,143,D-1
2020_0213_161248_008 1425_0.jpg,36,40,C-9
2019_0927_161359_043 0293_mirrored_0.jpg,88,96,C-10
2019_1030_162407_042 1693_0.jpg,53,59,C-9
2020_0620_165601_008 117_0.jpg,182,235,D-6
2020_0410_162215_007 1998_0.jpg,123,113,A-18b
2019_1223_110958_003 1047_mirrored_0.jpg,65,59,A-1
2020_0213_153817_007 0290_0.jpg,69,66,B-36
2019_0901_165821_014 2069_0.jpg,111,96,A-29
2020_0321_094429_005 0055_0.jpg,54,36,D-41
2020_0510_192839_015 136_0.jpg,43,51,A-18b
2020_0410_162215_007 0780_0.jpg,66,63,B-21
2020_0621_110146_025 23_0.jpg,159,152,B-20
2020_0510_192839_015 658_0.jpg,83,75,D-4b
2019_0920_161014_042 1823_0.jpg,55,51,A-29
2019_0814_154857_003 0983_0.jpg,68,75,B-33
2020_0213_153817_007 1307_1.jpg,53,49,A-6c
2020_0620_165349_006 1_0.jpg,49,47,B-43
2020_0313_180335_003 2114_0.jpg,206,185,C-12
2019_1223_110958_003 1355_0.jpg,61,61,B-33
2020_0229_084843_018 0500_0.jpg,92,90,C-9
2020_0313_172757_002 1009_0.jpg,99,106,A-2
2019_0920_161014_042 0180_0.jpg,38,52,D-2
2020_0313_172757_002 0940_0.jpg,71,71,B-25
2019_0920_164444_043 0266_0.jpg,121,131,A-30
2020_0213_153817_007 1895_0.jpg,110,102,D-6
2020_0313_172757_002 2077_0.jpg,67,70,D-6
2019_0818_131042_009 1123_0.jpg,63,81,D-28
2020_0510_192839_015 737_0.jpg,73,65,D-6
2020_0413_170324_010 081_0.jpg,49,61,C-5
2020_0621_110146_025 22_0.jpg,143,151,B-20
2019_0927_153929_042 0263_0.jpg,37,81,D-18b
2019_0927_153929_042 1234_mirrored_0.jpg,51,55,A-6e
2019_0920_161014_042 0372_1.jpg,57,59,B-36
2020_0215_102737_009 1770_0.jpg,57,56,A-30
2020_0301_154208_025 1500_0.jpg,48,45,A-32
2020_0229_092307_019 274_0.jpg,81,111,B-5
2020_0313_172757_002 1408_0.jpg,52,49,B-25
2020_0301_154208_025 0081_0.jpg,39,35,A-6b
2019_0816_175356_008 129_1.jpg,42,45,B-33
2019_0818_131042_009 0760_0.jpg,96,92,D-18
2019_1223_114427_004 0878_0.jpg,43,51,C-9
2020_0313_180335_003 0529_0.jpg,48,39,A-18b
2019_0719_150032_004 1225_0.jpg,50,192,G-1a
2019_0929_154947_042 086_0.jpg,102,92,C-5
2020_0510_185408_014 0037_0.jpg,130,116,A-7
2020_0301_150739_024 0055_1.jpg,51,47,A-11
2019_1030_162407_042 2057_0.jpg,89,110,C-9
2020_0413_162855_009 0881_0.jpg,35,34,A-17
2020_0313_180335_003 1981_0.jpg,79,90,B-36
2020_0301_140337_021 106_0.jpg,131,123,D-6
2020_0301_133023_020 1379_mirrored_0.jpg,50,45,A-6b
2019_0815_090538_005 0542_0.jpg,61,76,B-33
2020_0620_170211_012 05_0.jpg,27,28,C-12
2020_0313_180335_003 0117_0.jpg,30,36,B-25
2020_0413_162855_009 1676_0.jpg,44,38,A-30
2019_0922_153729_042 0133_0.jpg,73,76,C-12
2019_0905_193214_003 081_0.jpg,43,45,A-16
2019_0814_162326_004 1601_mirrored_0.jpg,31,35,C-10
2019_0905_182313_001 0665_mirrored_0.jpg,59,68,C-10
2019_0929_143436_042 1016_0.jpg,55,53,A-30
2020_0508_161529_012 0013_1.jpg,57,49,C-12
2019_0815_090538_005 0527_0.jpg,88,74,A-16
2019_1223_110958_003 1131_0.jpg,114,164,C-9
2019_0922_161159_043 450_0.jpg,42,46,D-26b
2019_0920_164444_043 0339_0.jpg,90,86,A-6a
2019_0920_161014_042 0238_0.jpg,88,98,D-6b
2020_0508_164957_013 481_0.jpg,51,51,D-6
2019_0905_182313_001 0743_0.jpg,67,96,D-18
2019_0719_142601_003 1132_mirrored_0.jpg,29,22,A-6b
2020_0410_165628_008 690_0.jpg,48,50,B-36
2019_0929_143436_042 1707_mirrored_0.jpg,73,67,A-2
2020_0321_094429_005 0381_mirrored_1.jpg,23,24,A-6c
2019_1226_135624_005 296_0.jpg,57,61,B-43
2019_1030_162407_042 0698_0.jpg,27,35,D-15
2020_0620_165601_008 107_0.jpg,61,71,D-6
2019_0815_090538_005 0682_mirrored_0.jpg,106,112,C-10
2020_0508_161529_012 0528_1.jpg,90,118,D-27
2019_1223_114427_004 0205_0.jpg,125,147,B-33
2020_0413_162855_009 0827_0.jpg,47,31,D-43
2020_0510_185408_014 0854_mirrored_0.jpg,76,75,A-6b
2019_0929_150907_043 0899_0.jpg,52,62,D-23a
2020_0510_185408_014 0203_mirrored_0.jpg,137,173,C-10
2020_0229_084843_018 1786_1.jpg,59,88,D-27
2019_1223_110958_003 0562_0.jpg,43,51,C-9
2019_0927_161359_043 0169_0.jpg,49,57,C-9
2020_0215_102737_009 0318_0.jpg,47,51,C-5
2020_0620_165601_008 074_0.jpg,57,66,D-1
2020_0301_154208_025 0295_0.jpg,61,49,B-25
2019_1129_162626_042 0542_mirrored_0.jpg,59,59,A-6c
2019_0818_131042_009 0453_0.jpg,55,53,D-1
2020_0508_164957_013 499_0.jpg,33,33,D-1
2019_0929_143436_042 1724_0.jpg,55,55,D-6
2019_1223_110958_003 1451_0.jpg,70,63,D-6
2019_0922_153729_042 1305_0.jpg,47,43,B-33
2020_0215_121321_011 516_0.jpg,103,114,C-7
2020_0215_110207_010 429_0.jpg,112,120,D-1
2020_0510_185408_014 0076_0.jpg,45,51,D-6
2020_0213_153817_007 0144_0.jpg,92,56,D-53
2020_0510_185408_014 1605_0.jpg,36,43,A-16
2019_0920_161014_042 0671_0.jpg,41,43,A-7
2019_0927_161359_043 0858_0.jpg,41,43,B-25
2019_0818_131042_009 0409_0.jpg,116,110,D-1
2019_1223_110958_003 0656_0.jpg,124,141,C-12
2020_0229_084843_018 0426_mirrored_0.jpg,90,102,C-10
2019_0920_161014_042 0165_0.jpg,129,120,B-21
